"vehicle_type","state_abb","year_of_manufacture","no_vehicles"
"Passenger vehicles","Tas","2001",6262
"Passenger vehicles","Tas","2002",7433
"Passenger vehicles","Tas","2003",9284
"Passenger vehicles","Tas","2004",10609
"Passenger vehicles","Tas","2005",11792
"Passenger vehicles","Tas","2006",12826
"Passenger vehicles","Tas","2007",13740
"Passenger vehicles","Tas","2008",13846
"Passenger vehicles","Tas","2009",12979
"Passenger vehicles","Tas","2010",15258
"Passenger vehicles","Tas","2011",13800
"Passenger vehicles","Tas","2012",15342
"Passenger vehicles","Tas","2013",17161
"Passenger vehicles","Tas","2014",15898
"Passenger vehicles","Tas","2015",16756
"Passenger vehicles","Tas","2016",16505
"Passenger vehicles","Tas","2017",15867
"Passenger vehicles","Tas","2018",16241
"Passenger vehicles","Tas","2019",15095
"Passenger vehicles","Tas","2020",11240
"Passenger vehicles","Tas","2021",14989
"Passenger vehicles","Tas","2022",15590
"Passenger vehicles","Tas","2023",16030
"Passenger vehicles","Tas","2024",11726
"Passenger vehicles","Tas","2025",0
"Passenger vehicles","Tas","Not stated",0
"Passenger vehicles","NT","1901",0
"Passenger vehicles","NT","1902",0
"Passenger vehicles","NT","1903",0
"Passenger vehicles","NT","1904",0
"Passenger vehicles","NT","1905",0
"Passenger vehicles","NT","1906",0
"Passenger vehicles","NT","1907",0
"Passenger vehicles","NT","1908",0
"Passenger vehicles","NT","1909",0
"Passenger vehicles","NT","1910",0
"Passenger vehicles","NT","1911",0
"Passenger vehicles","NT","1912",0
"Passenger vehicles","NT","1913",0
"Passenger vehicles","NT","1914",0
"Passenger vehicles","NT","1915",0
"Passenger vehicles","NT","1916",0
"Passenger vehicles","NT","1917",0
"Passenger vehicles","NT","1918",0
"Passenger vehicles","NT","1919",0
"Passenger vehicles","NT","1920",0
"Passenger vehicles","NT","1921",0
"Passenger vehicles","NT","1922",0
"Passenger vehicles","NT","1923",4
"Passenger vehicles","NT","1924",0
"Passenger vehicles","NT","1925",3
"Passenger vehicles","NT","1926",0
"Passenger vehicles","NT","1927",0
"Passenger vehicles","NT","1928",8
"Passenger vehicles","NT","1929",3
"Passenger vehicles","NT","1930",3
"Passenger vehicles","NT","1931",3
"Passenger vehicles","NT","1932",5
"Passenger vehicles","NT","1933",0
"Passenger vehicles","NT","1934",4
"Passenger vehicles","NT","1935",0
"Passenger vehicles","NT","1936",3
"Passenger vehicles","NT","1937",0
"Passenger vehicles","NT","1938",4
"Passenger vehicles","NT","1939",0
"Passenger vehicles","NT","1940",3
"Passenger vehicles","NT","1941",3
"Passenger vehicles","NT","1942",6
"Passenger vehicles","NT","1943",4
"Passenger vehicles","NT","1944",3
"Passenger vehicles","NT","1945",0
"Passenger vehicles","NT","1946",0
"Passenger vehicles","NT","1947",0
"Passenger vehicles","NT","1948",5
"Passenger vehicles","NT","1949",4
"Passenger vehicles","NT","1950",3
"Passenger vehicles","NT","1951",0
"Passenger vehicles","NT","1952",5
"Passenger vehicles","NT","1953",3
"Passenger vehicles","NT","1954",7
"Passenger vehicles","NT","1955",11
"Passenger vehicles","NT","1956",0
"Passenger vehicles","NT","1957",8
"Passenger vehicles","NT","1958",4
"Passenger vehicles","NT","1959",9
"Passenger vehicles","NT","1960",13
"Passenger vehicles","NT","1961",3
"Passenger vehicles","NT","1962",16
"Passenger vehicles","NT","1963",12
"Passenger vehicles","NT","1964",20
"Passenger vehicles","NT","1965",22
"Passenger vehicles","NT","1966",32
"Passenger vehicles","NT","1967",34
"Passenger vehicles","NT","1968",34
"Passenger vehicles","NT","1969",43
"Passenger vehicles","NT","1970",56
"Passenger vehicles","NT","1971",42
"Passenger vehicles","NT","1972",26
"Passenger vehicles","NT","1973",24
"Passenger vehicles","NT","1974",37
"Passenger vehicles","NT","1975",31
"Passenger vehicles","NT","1976",35
"Passenger vehicles","NT","1977",34
"Passenger vehicles","NT","1978",38
"Passenger vehicles","NT","1979",24
"Passenger vehicles","NT","1980",17
"Passenger vehicles","NT","1981",31
"Passenger vehicles","NT","1982",23
"Passenger vehicles","NT","1983",29
"Passenger vehicles","NT","1984",46
"Passenger vehicles","NT","1985",53
"Passenger vehicles","NT","1986",32
"Passenger vehicles","NT","1987",22
"Passenger vehicles","NT","1988",54
"Passenger vehicles","NT","1989",82
"Passenger vehicles","NT","1990",89
"Passenger vehicles","NT","1991",99
"Passenger vehicles","NT","1992",142
"Passenger vehicles","NT","1993",144
"Passenger vehicles","NT","1994",174
"Passenger vehicles","NT","1995",206
"Passenger vehicles","NT","1996",225
"Passenger vehicles","NT","1997",351
"Passenger vehicles","NT","1998",537
"Passenger vehicles","NT","1999",596
"Passenger vehicles","NT","2000",748
"Passenger vehicles","NT","2001",785
"Passenger vehicles","NT","2002",1128
"Passenger vehicles","NT","2003",1567
"Passenger vehicles","NT","2004",1910
"Passenger vehicles","NT","2005",2109
"Passenger vehicles","NT","2006",2595
"Passenger vehicles","NT","2007",3129
"Passenger vehicles","NT","2008",3380
"Passenger vehicles","NT","2009",3324
"Passenger vehicles","NT","2010",3976
"Passenger vehicles","NT","2011",4061
"Passenger vehicles","NT","2012",4630
"Passenger vehicles","NT","2013",4937
"Passenger vehicles","NT","2014",4722
"Passenger vehicles","NT","2015",5155
"Passenger vehicles","NT","2016",5413
"Passenger vehicles","NT","2017",5249
"Passenger vehicles","NT","2018",5279
"Passenger vehicles","NT","2019",4595
"Passenger vehicles","NT","2020",4494
"Passenger vehicles","NT","2021",6142
"Passenger vehicles","NT","2022",5905
"Passenger vehicles","NT","2023",6690
"Passenger vehicles","NT","2024",4840
"Passenger vehicles","NT","2025",0
"Passenger vehicles","NT","Not stated",3
"Passenger vehicles","ACT","1901",0
"Passenger vehicles","ACT","1902",0
"Passenger vehicles","ACT","1903",0
"Passenger vehicles","ACT","1904",0
"Passenger vehicles","ACT","1905",0
"Passenger vehicles","ACT","1906",0
"Passenger vehicles","ACT","1907",0
"Passenger vehicles","ACT","1908",0
"Passenger vehicles","ACT","1909",0
"Passenger vehicles","ACT","1910",0
"Passenger vehicles","ACT","1911",0
"Passenger vehicles","ACT","1912",3
"Passenger vehicles","ACT","1913",3
"Passenger vehicles","ACT","1914",0
"Passenger vehicles","ACT","1915",0
"Passenger vehicles","ACT","1916",3
"Passenger vehicles","ACT","1917",3
"Passenger vehicles","ACT","1918",0
"Passenger vehicles","ACT","1919",0
"Passenger vehicles","ACT","1920",0
"Passenger vehicles","ACT","1921",0
"Passenger vehicles","ACT","1922",3
"Passenger vehicles","ACT","1923",4
"Passenger vehicles","ACT","1924",8
"Passenger vehicles","ACT","1925",4
"Passenger vehicles","ACT","1926",6
"Passenger vehicles","ACT","1927",3
"Passenger vehicles","ACT","1928",15
"Passenger vehicles","ACT","1929",7
"Passenger vehicles","ACT","1930",7
"Passenger vehicles","ACT","1931",3
"Passenger vehicles","ACT","1932",8
"Passenger vehicles","ACT","1933",4
"Passenger vehicles","ACT","1934",5
"Passenger vehicles","ACT","1935",6
"Passenger vehicles","ACT","1936",4
"Passenger vehicles","ACT","1937",7
"Passenger vehicles","ACT","1938",9
"Passenger vehicles","ACT","1939",9
"Passenger vehicles","ACT","1940",3
"Passenger vehicles","ACT","1941",3
"Passenger vehicles","ACT","1942",0
"Passenger vehicles","ACT","1943",0
"Passenger vehicles","ACT","1944",0
"Passenger vehicles","ACT","1945",0
"Passenger vehicles","ACT","1946",0
"Passenger vehicles","ACT","1947",5
"Passenger vehicles","ACT","1948",11
"Passenger vehicles","ACT","1949",13
"Passenger vehicles","ACT","1950",20
"Passenger vehicles","ACT","1951",9
"Passenger vehicles","ACT","1952",10
"Passenger vehicles","ACT","1953",9
"Passenger vehicles","ACT","1954",17
"Passenger vehicles","ACT","1955",27
"Passenger vehicles","ACT","1956",21
"Passenger vehicles","ACT","1957",32
"Passenger vehicles","ACT","1958",33
"Passenger vehicles","ACT","1959",37
"Passenger vehicles","ACT","1960",31
"Passenger vehicles","ACT","1961",29
"Passenger vehicles","ACT","1962",55
"Passenger vehicles","ACT","1963",59
"Passenger vehicles","ACT","1964",119
"Passenger vehicles","ACT","1965",76
"Passenger vehicles","ACT","1966",102
"Passenger vehicles","ACT","1967",122
"Passenger vehicles","ACT","1968",115
"Passenger vehicles","ACT","1969",137
"Passenger vehicles","ACT","1970",153
"Passenger vehicles","ACT","1971",180
"Passenger vehicles","ACT","1972",105
"Passenger vehicles","ACT","1973",121
"Passenger vehicles","ACT","1974",143
"Passenger vehicles","ACT","1975",101
"Passenger vehicles","ACT","1976",131
"Passenger vehicles","ACT","1977",109
"Passenger vehicles","ACT","1978",100
"Passenger vehicles","ACT","1979",93
"Passenger vehicles","ACT","1980",56
"Passenger vehicles","ACT","1981",71
"Passenger vehicles","ACT","1982",75
"Passenger vehicles","ACT","1983",90
"Passenger vehicles","ACT","1984",93
"Passenger vehicles","ACT","1985",117
"Passenger vehicles","ACT","1986",127
"Passenger vehicles","ACT","1987",108
"Passenger vehicles","ACT","1988",134
"Passenger vehicles","ACT","1989",193
"Passenger vehicles","ACT","1990",233
"Passenger vehicles","ACT","1991",217
"Passenger vehicles","ACT","1992",263
"Passenger vehicles","ACT","1993",301
"Passenger vehicles","ACT","1994",416
"Passenger vehicles","ACT","1995",430
"Passenger vehicles","ACT","1996",514
"Passenger vehicles","ACT","1997",778
"Passenger vehicles","ACT","1998",1193
"Passenger vehicles","ACT","1999",1324
"Passenger vehicles","ACT","2000",1864
"Passenger vehicles","ACT","2001",2139
"Passenger vehicles","ACT","2002",2853
"Passenger vehicles","ACT","2003",3941
"Passenger vehicles","ACT","2004",4614
"Passenger vehicles","ACT","2005",5553
"Passenger vehicles","ACT","2006",6655
"Passenger vehicles","ACT","2007",8266
"Passenger vehicles","ACT","2008",8710
"Passenger vehicles","ACT","2009",9068
"Passenger vehicles","ACT","2010",11333
"Passenger vehicles","ACT","2011",11497
"Passenger vehicles","ACT","2012",14088
"Passenger vehicles","ACT","2013",15111
"Passenger vehicles","ACT","2014",14501
"Passenger vehicles","ACT","2015",16167
"Passenger vehicles","ACT","2016",17148
"Passenger vehicles","ACT","2017",17170
"Passenger vehicles","ACT","2018",16394
"Passenger vehicles","ACT","2019",15526
"Passenger vehicles","ACT","2020",14766
"Passenger vehicles","ACT","2021",13917
"Passenger vehicles","ACT","2022",14858
"Passenger vehicles","ACT","2023",16431
"Passenger vehicles","ACT","2024",11452
"Passenger vehicles","ACT","2025",0
"Passenger vehicles","ACT","Not stated",3
"Light commercial vehicles","NSW","1901",0
"Light commercial vehicles","NSW","1902",0
"Light commercial vehicles","NSW","1903",0
"Light commercial vehicles","NSW","1904",0
"Light commercial vehicles","NSW","1905",0
"Light commercial vehicles","NSW","1906",0
"Light commercial vehicles","NSW","1907",0
"Light commercial vehicles","NSW","1908",0
"Light commercial vehicles","NSW","1909",0
"Light commercial vehicles","NSW","1910",0
"Light commercial vehicles","NSW","1911",0
"Light commercial vehicles","NSW","1912",0
"Light commercial vehicles","NSW","1913",0
"Light commercial vehicles","NSW","1914",0
"Light commercial vehicles","NSW","1915",0
"Light commercial vehicles","NSW","1916",0
"Light commercial vehicles","NSW","1917",0
"Light commercial vehicles","NSW","1918",0
"Light commercial vehicles","NSW","1919",0
"Light commercial vehicles","NSW","1920",0
"Light commercial vehicles","NSW","1921",0
"Light commercial vehicles","NSW","1922",0
"Light commercial vehicles","NSW","1923",6
"Light commercial vehicles","NSW","1924",3
"Light commercial vehicles","NSW","1925",3
"Light commercial vehicles","NSW","1926",6
"Light commercial vehicles","NSW","1927",14
"Light commercial vehicles","NSW","1928",78
"Light commercial vehicles","NSW","1929",19
"Light commercial vehicles","NSW","1930",10
"Light commercial vehicles","NSW","1931",9
"Light commercial vehicles","NSW","1932",28
"Light commercial vehicles","NSW","1933",8
"Light commercial vehicles","NSW","1934",27
"Light commercial vehicles","NSW","1935",17
"Light commercial vehicles","NSW","1936",25
"Light commercial vehicles","NSW","1937",32
"Light commercial vehicles","NSW","1938",24
"Light commercial vehicles","NSW","1939",17
"Light commercial vehicles","NSW","1940",18
"Light commercial vehicles","NSW","1941",15
"Light commercial vehicles","NSW","1942",74
"Light commercial vehicles","NSW","1943",19
"Light commercial vehicles","NSW","1944",26
"Light commercial vehicles","NSW","1945",0
"Light commercial vehicles","NSW","1946",41
"Light commercial vehicles","NSW","1947",26
"Light commercial vehicles","NSW","1948",65
"Light commercial vehicles","NSW","1949",32
"Light commercial vehicles","NSW","1950",29
"Light commercial vehicles","NSW","1951",41
"Light commercial vehicles","NSW","1952",53
"Light commercial vehicles","NSW","1953",72
"Light commercial vehicles","NSW","1954",85
"Light commercial vehicles","NSW","1955",117
"Light commercial vehicles","NSW","1956",128
"Light commercial vehicles","NSW","1957",63
"Light commercial vehicles","NSW","1958",79
"Light commercial vehicles","NSW","1959",71
"Light commercial vehicles","NSW","1960",62
"Light commercial vehicles","NSW","1961",73
"Light commercial vehicles","NSW","1962",94
"Light commercial vehicles","NSW","1963",105
"Light commercial vehicles","NSW","1964",207
"Light commercial vehicles","NSW","1965",123
"Light commercial vehicles","NSW","1966",152
"Light commercial vehicles","NSW","1967",156
"Light commercial vehicles","NSW","1968",112
"Light commercial vehicles","NSW","1969",117
"Light commercial vehicles","NSW","1970",193
"Light commercial vehicles","NSW","1971",279
"Light commercial vehicles","NSW","1972",330
"Light commercial vehicles","NSW","1973",326
"Light commercial vehicles","NSW","1974",493
"Light commercial vehicles","NSW","1975",453
"Light commercial vehicles","NSW","1976",526
"Light commercial vehicles","NSW","1977",528
"Light commercial vehicles","NSW","1978",666
"Light commercial vehicles","NSW","1979",600
"Light commercial vehicles","NSW","1980",506
"Light commercial vehicles","NSW","1981",628
"Light commercial vehicles","NSW","1982",565
"Light commercial vehicles","NSW","1983",476
"Light commercial vehicles","NSW","1984",942
"Light commercial vehicles","NSW","1985",1108
"Light commercial vehicles","NSW","1986",637
"Light commercial vehicles","NSW","1987",617
"Light commercial vehicles","NSW","1988",1432
"Light commercial vehicles","NSW","1989",2126
"Light commercial vehicles","NSW","1990",2563
"Light commercial vehicles","NSW","1991",2346
"Light commercial vehicles","NSW","1992",3014
"Light commercial vehicles","NSW","1993",3044
"Light commercial vehicles","NSW","1994",3972
"Light commercial vehicles","NSW","1995",4515
"Light commercial vehicles","NSW","1996",5007
"Light commercial vehicles","NSW","1997",6368
"Light commercial vehicles","NSW","1998",8474
"Light commercial vehicles","NSW","1999",10394
"Light commercial vehicles","NSW","2000",11022
"Light commercial vehicles","NSW","2001",11190
"Light commercial vehicles","NSW","2002",14403
"Light commercial vehicles","NSW","2003",18573
"Light commercial vehicles","NSW","2004",21267
"Light commercial vehicles","NSW","2005",23979
"Light commercial vehicles","NSW","2006",23456
"Light commercial vehicles","NSW","2007",26831
"Light commercial vehicles","NSW","2008",33651
"Light commercial vehicles","NSW","2009",32125
"Light commercial vehicles","NSW","2010",36188
"Light commercial vehicles","NSW","2011",34680
"Light commercial vehicles","NSW","2012",44819
"Light commercial vehicles","NSW","2013",47220
"Light commercial vehicles","NSW","2014",47138
"Light commercial vehicles","NSW","2015",52767
"Light commercial vehicles","NSW","2016",59174
"Light commercial vehicles","NSW","2017",65356
"Light commercial vehicles","NSW","2018",66408
"Light commercial vehicles","NSW","2019",57987
"Light commercial vehicles","NSW","2020",55871
"Light commercial vehicles","NSW","2021",76942
"Light commercial vehicles","NSW","2022",71166
"Light commercial vehicles","NSW","2023",79464
"Light commercial vehicles","NSW","2024",43383
"Light commercial vehicles","NSW","2025",13
"Light commercial vehicles","NSW","Not stated",37
"Light commercial vehicles","Vic","1901",0
"Light commercial vehicles","Vic","1902",0
"Light commercial vehicles","Vic","1903",0
"Light commercial vehicles","Vic","1904",0
"Light commercial vehicles","Vic","1905",0
"Light commercial vehicles","Vic","1906",0
"Light commercial vehicles","Vic","1907",0
"Light commercial vehicles","Vic","1908",0
"Light commercial vehicles","Vic","1909",3
"Light commercial vehicles","Vic","1910",0
"Light commercial vehicles","Vic","1911",0
"Light commercial vehicles","Vic","1912",0
"Light commercial vehicles","Vic","1913",0
"Light commercial vehicles","Vic","1914",0
"Light commercial vehicles","Vic","1915",0
"Light commercial vehicles","Vic","1916",0
"Light commercial vehicles","Vic","1917",0
"Light commercial vehicles","Vic","1918",0
"Light commercial vehicles","Vic","1919",0
"Light commercial vehicles","Vic","1920",3
"Light commercial vehicles","Vic","1921",0
"Light commercial vehicles","Vic","1922",0
"Light commercial vehicles","Vic","1923",6
"Light commercial vehicles","Vic","1924",5
"Light commercial vehicles","Vic","1925",0
"Light commercial vehicles","Vic","1926",5
"Light commercial vehicles","Vic","1927",13
"Light commercial vehicles","Vic","1928",59
"Light commercial vehicles","Vic","1929",24
"Light commercial vehicles","Vic","1930",12
"Light commercial vehicles","Vic","1931",6
"Light commercial vehicles","Vic","1932",20
"Light commercial vehicles","Vic","1933",9
